,Statement,Label,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,causet,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives_,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,assent,netspeak,nonflu,filler
2469,"Repealing the sales tax on boats in Rhode Island has spawned 2,000 companies, 7,000 jobs and close to $2 billion a year in sales activity.",0,8,0,0,0,0,0,0,0,0,2,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,4,1,1,0,0,3,0,0,0,0,0,0,0,0
2470,Says Newt Gingrich supports amnesty for illegal immigrants.,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2471,"Last year, 244 suspected terrorists walked into gun shops and attempted to purchase a firearm; 223 were able to get the firearm.",0,7,0,0,0,0,0,0,0,0,2,3,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,2,3,0,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2472,Poll results from the past 35 years show that State of the Union speeches do not move presidential approval numbers.,0,7,1,0,0,0,0,0,0,1,2,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2473,Says Marco Rubio voted to deport young people known as Dreamers.,1,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2474,There's no rationing in any of these bills.,1,4,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2475,A bill backed by Sean Duffy and other House Republicans could actually require the Internal Revenue Service to conduct audits of rape victims who get an abortion.,1,10,2,0,0,0,0,0,0,2,2,3,1,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2476,Obamacare puts the federal government between you and your doctor.,1,5,2,2,0,0,2,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2477,The state-hired company that evaluates state-mandated student exams goes on Craigslist to get examiners to read our students essays.,1,5,2,1,0,1,0,0,0,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,4,0,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0
2478,Pinnacle Overlook in Southwest Virginia is closer to eight other state capitals than to Richmond.,0,6,1,0,0,0,0,0,0,1,0,4,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2479,Dan Gelber: On the record against scholarships to help our needy children attend Jewish private schools.,1,4,1,1,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2480,Saturdays shootings reflect a disturbing trend. Mass shootings have become commonplace since the Virginia Tech massacre in 2007. There have been dozens of incidents where three or more people have been fatally wounded. Hundreds have died.,0,14,0,0,0,0,0,0,0,0,2,3,7,1,1,0,7,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2481,Says tax revenues are the lowest they have been since World War II.,0,6,1,1,0,0,0,0,1,0,1,1,3,0,0,0,3,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2482,Says Barack Obamas health care law will be the biggest job-killer ever.,1,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2483,"The cost to implement Florida's class size amendment so far has been ""$16 billion.""",0,4,0,0,0,0,0,0,0,0,0,1,2,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2484,Secretary Geithner has left the option on the table of abandoning the dollar for a multinational currency.,1,8,0,0,0,0,0,0,0,0,4,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2485,"Says Scott Walker cut funding to local governments in Wisconsin, contributing to the second-largest increase in violent crime in the Midwest.",0,7,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,1,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0
2486,Says U.S. Rep. Martin Heinrich spent a trillion of our tax dollars on a stimulus for failed companies here and jobs overseas.,1,8,1,1,0,1,0,0,0,0,2,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0
2487,FCAT tests account for less than 1 percent of the instructional time provided during the year.,1,6,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2488,"Says that according to one economist, $1 of unemployment benefits boosts the economy by $1.61.",1,5,1,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2489,The health care bill has six years of costs against 10 years of tax revenue.,0,4,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0
2490,"Despite opposition from national Club for Growth, Club for Growth Wisconsin has endorsed him for U.S. Senate.",1,6,1,1,0,0,0,1,0,0,0,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2491,Obama put a 10 percent tax on tanning.,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2492,Says Sen. John McCain has taken more money from Wall Street than any other sitting senator.,0,4,1,0,0,0,0,0,0,1,0,2,1,0,0,0,3,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2493,"Just two weeks ago, Congressman Hurd quit his post on the House Committee on Small Business saying that he was unable to find the time to serve.",0,11,3,2,0,0,0,2,0,1,2,4,2,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,1,3,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2494,Obamacare passed by just one vote in the Senate. It wouldnt have passed without Mark Warners vote.,0,7,0,0,0,0,0,0,0,0,1,3,2,1,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2495,Says Adam Hasners record includes requesting over $92.2 million in earmarks.,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2496,No one beta-tested healthcare.gov.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2497,"Susie Lee and her husband own 17 homes across the country and use their private jet to take vacations, and invest in companies like Walmart, Halliburton and GEO Group.",0,10,1,1,0,0,0,1,0,0,1,4,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0
2498,"Says for the first time in the history of the United States, the government cut taxes during wartime",0,8,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0
2499,Says he sued Obamas EPA seven times.,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500,A working woman will earn $7.70 on $10.,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
2501,"Even when all other state agencies took cuts, Gov. [Nathan] Deal increased education spending every year.",1,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0
2502,"Georgia is now the eighth most populous state in the nation, moving from the number 10 position in just four years.",0,9,0,0,0,0,0,0,0,0,3,3,1,2,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2503,"Says Travis County Sheriff Greg Hamilton has accepted $42,000 from strip-club interests and $10,000 from local alcohol distributors.",0,4,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2504,"President Obama will now own 60 percent of GM, and his union buddies will own almost 20 percent.",0,7,1,1,0,0,0,1,0,0,0,1,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2505,If upstate New York split from downstate the economic indicators of upstate New York would be among the lowest in the country.,0,8,0,0,0,0,0,0,0,0,3,3,2,0,0,0,2,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2506,"Says that since lawmakers acted, we have 130 new businesses across Texas doing helicopter hog hunts.",1,6,2,1,0,1,0,0,0,1,0,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2507,When New York Gov. Eliot Spitzer wanted to provide drivers licenses to those who are undocumented. (Hillary Clinton) said dont do it.,0,7,2,0,0,0,0,0,0,2,0,2,3,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2508,"Cass Sunstein, President Obama's nominee for regulatory czar, ""wants to give legal standing to animals so they can sue you for eating meat.""",0,8,2,2,0,0,1,0,1,0,0,4,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2509,"Gas prices have doubled because Obama opposed exploring for energy in Alaska. He gave millions of tax dollars to Solyndra, which then went bankrupt. And he blocked the Keystone pipeline. So we will all pay more at the pump.",1,14,3,2,0,1,0,1,0,1,2,5,2,0,2,0,4,1,1,1,0,2,0,0,0,0,0,0,3,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,4,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0
2510,Californias credit rating is the worst in the country.,0,4,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2511,The price of gasoline was at $1.85 a gallon when President Barack Obama took office and has since nearly doubled because of his policies,1,12,1,1,0,0,0,1,0,0,1,4,2,2,3,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
2512,"Says Lee Leffingwell has been mayor of Austin, Texas for about as long as Sarah Palin was governor of Alaska.",1,9,0,0,0,0,0,0,0,0,0,6,3,1,2,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2513,"Just in the past 10 years, college tuition has increased 28 percent.",0,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2514,"Gov. (Scott) Walker has yet to create a job, he gives away millions to his friends, and he raises taxes on working people.",1,11,3,3,0,0,0,3,0,0,1,4,1,1,1,0,4,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,4,0,3,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0
2515,"Because of President Barack Obamas failure to push job creation, the black unemployment rate in Ferguson, Mo., is three times higher than the white unemployment rate.",1,7,0,0,0,0,0,0,0,0,2,4,1,0,0,0,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2516,"70 percent of the people who voted on June 5, 2012, just didnt feel comfortable with the recall of the governor, weakening any idea that Wisconsin is fully behind this Walker agenda.",0,15,3,0,0,0,0,0,0,3,3,5,2,2,0,1,5,1,0,1,0,1,2,1,1,0,0,0,1,0,0,0,0,4,2,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,2,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2517,"A sign in Dearborn, Mich., for the Advancement of Islamic Agenda for America says, Allah be praised. America we will kill you all and nothing you can do to stop it.",1,15,3,3,0,1,2,0,0,0,1,5,4,0,1,1,3,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,4,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2518,Obama regime planned the influx of illegal alien children at the border.,1,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2519,"134,000 (criminal) aliens have been released by the (Obama) administration in just the past two years.",0,7,0,0,0,0,0,0,0,0,2,2,2,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2520,"Says if you are shot in the city of Newark, you have over an 80 percent chance that youve been arrested before an average of 10 times.",0,16,4,3,0,0,3,0,0,1,3,5,4,0,1,0,4,2,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2521,"When it comes to taking cuts in tough budget times, Wisconsin state workers havent had to sacrifice.",1,6,1,0,0,0,0,0,0,1,0,3,2,0,0,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2522,Says Donald Trump has been talking about the option of using a nuclear weapon against our Western European allies.,1,8,1,1,0,1,0,0,0,0,2,3,2,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2523,McCain intervened on behalf of Charles Keating with federal regulators... that allowed Keating to continue his fraud at an incredible cost to taxpayers.,0,9,2,1,0,0,0,1,0,1,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0
2524,Says the National Labor Relations Board told Boeing that it couldnt build a factory in South Carolina because South Carolina is a right-to-work state.,1,9,2,0,0,0,0,0,0,2,3,1,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2525,"Since Newtown, more people have died at the end of a gun than we have lost in Afghanistan.",0,9,1,1,0,1,0,0,0,0,2,4,2,0,0,0,4,2,2,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,2,0,3,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0
2526,"The Trump Winery near Charlottesville, Va. is the largest winery on the East Coast.",1,5,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2527,Only 18 percent of jobs are accessible by transit for metro Atlanta residents. 33 percent for those living in the city.,0,8,1,0,0,0,0,0,0,1,1,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2528,"Why would our president close the embassy to the Vatican? Hopefully, it is not retribution for Catholic organizations opposing Obamacare.",1,9,2,1,0,1,0,0,0,1,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2529,"With those first principles, it allowed a fellow like me to get in his truck and go from one end of the state to the other; started 20 points down and wound up 20 points ahead on election night.",0,19,4,2,1,0,0,1,0,2,3,10,0,0,2,0,3,0,1,0,2,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,2,1,0,1,5,1,9,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2530,I have the No. 1 show on NBC.,0,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2531,Says Judge JoAnne Kloppenburg agreed to use a technicality to give a convicted sex offender a new hearing because he didnt understand the charge.,1,9,1,1,0,0,0,1,0,0,4,2,1,0,1,1,4,1,0,0,0,0,1,1,0,0,0,0,3,0,0,0,1,4,1,2,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2532,"According to a government supplier of emergency products, the Disaster Assistance Response Team was told to be prepared to be activated in the month of October for an outbreak of Ebola.",1,15,0,0,0,0,0,0,0,0,4,8,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2533,That luxury jet was over the top. I put it on eBay.,0,5,1,0,0,0,0,0,0,1,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2534,Thirty-five states have accepted high-speed intercity rail money.,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2535,Says Hillary Clinton completely ignored dozens and dozens of requests for more security for the Benghazi consulate.,0,6,0,0,0,0,0,0,0,0,1,3,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2536,There is no evidence to support the claim that Guantanamo is used as a recruiting tool for terrorists.,0,9,1,0,0,0,0,0,0,1,2,3,2,0,1,1,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2537,Says Obama has doubled the stock market from where we started when he was sworn into office,1,9,2,2,0,1,0,1,0,0,1,2,2,2,1,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,4,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0
2538,On supporting the budget proposed by Rep. Paul Ryan,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2539,"When I became governor, I inherited a large deficit. You know what? We just turned that into the largest surplus in Virginia history.",1,6,1,0,0,0,0,0,0,1,2,2,0,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,1,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2540,My support from young voters -- those 18 to 24 -- in November 2014 was largely unheard of for a Republican.,0,8,1,0,0,0,0,0,0,1,1,5,1,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
