,statement,label
2806,After four years of a celebrity president 85% (of recent college grads are) moving back in with their parents.,Fake
2807,Hispanic unemployment has been ticking down from an all-time high of 13.9 percent because of the policies weve implemented.,Fake
2808,Says Rick Perry co-chaired Al Gores campaign for president.,Not Fake
2809,I was totally against the war in Iraq.,Fake
2810,"There have been literally hundreds of new tax preferences and loopholes added to the code since 1986, last time we did this.",Not Fake
2811,Says Suzanne Bonamici supports the $500 billion cut to Medicare passed last year.,Fake
2812,Gas will reach $4 a gallon under a cap-and-trade plan.,Fake
2813,Were losing as many people to heroin and opioid overdoses as we lost to the AIDS epidemic at its peak.,Fake
2814,Says Democratic Senate candidate Bruce Braley voted to cut $700 billion from Medicare to support Obamacare.,Not Fake
2815,Preventive care coverage under the Affordable Care Act has already helped Granite Staters save money and live healthier lives.,Not Fake
2816,Says 25 percent of U.S. Muslims agreed that violence against Americans here in the United States is justified as a part of the global jihad.,Fake
2817,"1928 was last time Republicans had the White House, the House and the Senate.",Fake
2818,Hillary Clinton and Barack Obama want to raise taxes on all income brackets.,Fake
2819,U.S. Sen. Saxby Chambliss votes more with Democrats than with conservatives.,Fake
2820,"For the second quarter in a row, my campaign has raised more money than any other challenger in the nation and brought our fundraising total to over $800,000.",Not Fake
2821,Says the recall elections that aimed to remove him and other Republican officials from office cost tens of millions of dollars to run.,Fake
2822,"In Wisconsin, only half of all the adults with serious psychological distress received mental health treatment or medication.",Not Fake
2823,She stood by ground zero workers who sacrificed their health after so many sacrificed their lives and kept standing till this administration took action.,Not Fake
2824,"On gift taking,Bob McDonnell took a fraction of what (Tim) Kaine took.",Fake
2825,This is the first time since World War II that five nuclear-powered aircraft carriers were docked together.,Fake
2826,"While Exxon Mobil has 40 pages on its media response strategy, its plan for resource protection is only five pages long and its plan for oil removal is just nine pages long.",Not Fake
2827,"By voting to approve [Question 1], we can . . . save 900 jobs at Twin River.",Fake
2828,There hasnt been a Republican in the legislature or the City Council in Providence in over 30 years.,Fake
2829,Ive never voted for a Democrat when there was a Republican on the ballot.,Not Fake
2830,"Says U.S. Senate rival Tommy Thompson wants to give a new $265,000 tax cut to millionaires like himself while raising taxes on the middle class.",Not Fake
2831,The (economic stimulus) legislation could open billions of taxpayer dollars to left-wing groups like the Association of Community Organizations for Reform Now (ACORN).,Fake
2832,Exposure to the electromagnetic fields from power lines has been associated with childhood leukemia and other diseases.,Fake
2833,"At the 50 Milwaukee schools serving at least 80% African-American and at least 80% low income students, the reading proficiency is 8%.",Not Fake
2834,Says Obama replaced the American flag on the tail of his plane with his campaign logo.,Not Fake
2835,Atlanta Mayor Kasim Reed held not one conversation with the public about the new Falcons stadium project,Not Fake
2836,I never said that Marco Rubio was Mark Zuckerbergs personal senator.,Fake
2837,The only two (Donald Trump tax returns) we have show that he hasnt paid a penny in taxes.,Fake
2838,"In a budget deal struck in 2011 a trillion dollars of cuts went into effect immediately, and then a special committee was set up ... to get agreement on another $3 trillion of cuts.",Not Fake
2839,"If you're a small business and don't ""adopt the health care plan that Senator Obama mandates, he's going to fine you.""",Fake
2840,Weve lost 26 million jobs since (Obamas) been president.,Fake
2841,"Whether in Illinois or Washington, Barack Obama has bridged partisanship to bring about significant reform.",Not Fake
2842,"I have cut taxes 63 times, including a 2006 property tax reduction that ranks as the largest in state history.",Fake
2843,New Jersey has the largest transit system in the entire country.,Not Fake
2844,"New jobs numbers are in, and Wisconsin has fallen to dead last in Midwest job growth.",Fake
2845,Under the Baucus bill ... federal funds would subsidize coverage of elective abortions.,Fake
2846,"Four balanced budgets in a row, with no new taxes for anyone. The best job growth in 12 years. Nearly 130,000 new private-sector jobs. Merit pay to reward New Jerseys best teachers, and the most education funding ever.",Not Fake
2847,Cap-and-trade is wildly unpopular with Americans.,Fake
2848,By registration fewer than 20 percent of Florida voters are Independents.,Not Fake
2849,Teachers were not involved in developing the Common Core State Standards.,Fake
2850,"As a senator, Hillary Clinton paid women less than the men in her office.",Fake
2851,Mark Warners record is one of acting against the Keystone XL pipeline.,Fake
2852,This (parent trigger) legislation was drafted by President Obamas top advisers. It was drafted by President Clintons top advisers.,Fake
2853,Says Ron Johnson voted to turn Medicare into a voucher program.,Not Fake
2854,Says Bernie Sanders advocated putting Iranian troops into Syria to try and resolve the conflict there. Putting them right on the doorstep of Israel.,Not Fake
2855,Barack Obama's church gave a lifetime achievement award to Louis Farrakhan.,Not Fake
2856,Toothpaste contains the poison substance of fluoride.,Fake
2857,"Today, we import triple the amount of oil than we had on the day Senator McCain took office.",Not Fake
2858,"Shutdowns are a normal part of the constitutional process, with 12 shutdowns under Democratic House Speaker Tip ONeill and two during his own speakership.",Not Fake
2859,"Since 2007, Texas has gained 440,000 people while Maryland has lost 20,000.",Not Fake
2860,Said state insurance commissioner candidate Ralph Hudgens fights hard to strip women of life-saving coverage such as mammograms.,Not Fake
2861,"My two appointments to the Florida Supreme Court, Raul Cantero and Kenneth Bell, have earned reputations as its most consistent conservatives.",Not Fake
2862,Says legislation supported by gay rights activists would strip mother and father from future Texas birth certificates.,Fake
2863,Says Gerald Daugherty advocated lowering the penalty for crimes like strangulation in domestic violence cases because they just throw more people into the jail system.,Fake
2864,"Mercury is used in vaccines, and there is no safe level of mercury.",Fake
2865,Says four-year terms for City Council members are the norm in most cities of our size.,Not Fake
