statement,label,num_-,num_?,num_!,num_%,num_;,num_:,"num_""",num_(,num_$,"num_,",num_.,count_char,count_word,count_sent,count_char_per_word,count_unique,count_uppercase,count_month,sentiment_score,count_function,count_pronoun,count_ppron,count_i,count_we,count_you,count_shehe,count_they,count_ipron,count_article,count_prep,count_auxverb,count_adverb,count_conj,count_negate,count_verb,count_adj,count_compare,count_interrog,count_number,count_quant,count_affect,count_posemo,count_negemo,count_anx,count_anger,count_sad,count_social,count_family,count_friend,count_female,count_male,count_cogproc,count_insight,count_cause,count_discrep,count_tentat,count_certain,count_differ,count_percept,count_see,count_hear,count_feel,count_bio,count_body,count_health,count_sexual,count_ingest,count_drives,count_affiliation,count_achieve,count_power,count_reward,count_risk,count_focuspast,count_focuspresent,count_focusfuture,count_relativ,count_motion,count_space,count_time,count_work,count_leisure,count_home,count_money,count_relig,count_death,count_informal,count_swear,count_netspeak,count_assent,count_nonflu,count_filler
Mercury is used in vaccines and there is no safe level of mercury,-0.25,0,0,0,0,0,0,0,0,0,1,1,53,13,1,4.076923076923077,11,1,0,-0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0
Says fouryear terms for City Council members are the norm in most cities of our size,1.0,1,0,0,0,0,0,0,0,0,0,1,69,16,1,4.3125,16,3,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Tommy Thompson is the father of welfare reform creating the groundbreaking Wisconsin Works program in Wisconsin that became the model for national and international reforms,1.0,0,0,0,0,0,0,0,0,0,1,1,148,25,1,5.92,20,5,0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
We now sell more products made in America to the rest of the world than ever before,1.0,0,0,0,0,0,0,0,0,0,0,1,67,17,1,3.9411764705882355,15,2,0,0.5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Theres no wildlife in the Arctic National Wildlife Refuge,-0.25,0,0,0,0,0,0,0,0,0,0,1,49,9,1,5.444444444444445,9,5,0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Right now in every major poll national poll and statewide poll done in the last month six weeks we are defeating Trump often by big numbersand always at a larger margin than Secretary Clinton is,0.75,0,0,0,0,0,0,0,0,0,5,1,160,35,1,4.571428571428571,30,4,0,0.06964285714285715,0,0,0,0,1,0,0,1,0,1,0,1,1,0,2,0,1,2,2,0,1,1,0,0,1,1,1,1,1,0,1,1,0,2,1,1,2,3,0,0,0,1,0,0,0,1,1,2,0,2,1,1,1,1,1,0,0,2,0,1,0,0,1,0,0,0,2,3,2,1,1,0,0
I have fought for our shared values without being an ideologue or a partisan,0.25,0,0,0,0,0,0,0,0,0,0,0,63,14,1,4.5,14,1,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,2,1,0,0,2,2,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,3,1,1,1,0,0
The costs of cancer and all affiliated issues are over 20 billion a year to this state,1.0,0,0,0,0,0,0,0,0,1,0,1,70,17,1,4.117647058823529,17,1,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,2,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0
The left is blatantly attempting to disrupt Georgias elections,0.0,0,0,0,0,0,0,0,0,0,0,1,54,9,1,6.0,9,2,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Says Obamas net neutrality proposalputs the government in charge of determining Internet pricing terms of service and what types of products and services can be delivered,0.5,0,0,0,0,0,0,0,0,0,1,1,145,26,1,5.576923076923077,21,3,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
President Barack Obama reduced the cost of prescription drugs for nearly 36 million Americans in 2011,1.0,0,0,0,0,0,0,0,0,0,0,2,86,16,1,5.375,16,4,0,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Tampa Bay isleading the state in jobs creation,0.25,0,0,0,0,0,0,0,0,0,0,1,39,8,1,4.875,8,2,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Earmarked dollars have doubled just since 2000 and more than tripled in the last 10 years,0.5,0,0,0,0,0,0,0,0,0,1,1,74,16,1,4.625,16,1,0,0.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Says Ted Cruz is a supporter of legalizing people that are in this country illegally and proposed giving them work permits,0.0,0,0,0,0,0,0,0,0,0,0,1,102,21,1,4.857142857142857,21,3,0,-0.5,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,2,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,2,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,2,1,1,1,0,0
Our economy in Louisiana has grown 50 percent faster than the national GDP even since the national recession,0.75,0,0,0,0,0,0,0,1,0,1,1,91,18,1,5.055555555555555,14,5,0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
On whether he wrote a provision that allowed AIG to dole out bonuses,0.0,0,0,0,0,0,0,0,0,0,0,1,56,13,1,4.3076923076923075,13,4,0,0.0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,2,0,0,0,2,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0
The ACLU and atheists in Denver are demanding the NFL stop Tim Tebow from praying on the sidelines,-0.25,0,0,0,0,0,0,0,0,0,0,1,81,18,1,4.5,16,11,0,0.0,1,1,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Lois Frankel spent over 13000 in taxpayer money on a marble shower in a private bathroom with her own toilet,0.5,0,0,0,0,0,0,0,0,1,1,1,89,20,1,4.45,16,2,0,0.11666666666666667,1,1,1,0,0,0,0,0,1,2,0,2,2,1,2,0,2,2,2,0,2,2,0,0,2,2,2,2,2,0,2,2,0,2,2,0,2,4,0,0,0,2,0,0,0,2,2,2,0,3,2,0,2,0,2,0,0,2,1,2,0,0,0,0,2,0,2,4,2,2,2,1,0
Wisconsin uses voting machines that are outlawed they are illegal,-0.25,0,0,0,0,0,0,0,0,0,1,1,56,10,1,5.6,8,1,0,-0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Half of Oregon university students are on Pell Grants,0.75,0,0,0,0,0,0,0,0,0,0,1,45,9,1,5.0,9,4,0,-0.16666666666666666,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Says uncompensated health care costs absorbed by Texas hospitals are adding 1800 a year to Texas private insurance rates,0.25,0,0,0,0,0,0,0,0,1,1,1,102,19,1,5.368421052631579,17,3,0,0.15,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,2,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,2,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0
Invested 90 million in traffic fixes without raising taxes,0.5,0,0,0,0,0,0,0,0,1,0,1,50,9,1,5.555555555555555,9,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Countries bombed Obama 7 Bush 4,1.0,0,0,0,0,0,1,0,0,0,1,0,26,6,1,4.333333333333333,6,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US Rep Debbie Wasserman Schultz has blamed the Republicans for the creation of Hamas,0.0,0,0,0,0,0,0,0,0,0,0,4,71,14,1,5.071428571428571,12,8,0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A report in Navy Times said that 73 percent of Army Navy and Marines have thought about attempting suicide,-0.25,0,0,0,0,0,0,0,0,0,1,2,88,19,1,4.631578947368421,17,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
We cut property taxes by onethird in the state of Texas while Ive been governor,0.25,1,0,0,0,0,0,0,0,0,0,1,65,15,1,4.333333333333333,15,3,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Says Texas passed a state Dream Act before any other state,0.75,0,0,0,0,0,0,0,0,0,0,1,48,11,1,4.363636363636363,9,4,0,-0.125,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0
Hillsboroughs Public Transportation Commission has a rule that says cabbies have to wear socks I mean please Come on,1.0,0,0,0,0,0,0,0,0,0,1,3,98,19,1,5.157894736842105,19,6,0,-0.15625,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,2,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,2,1,1,1,0
Increasing the min wage to 15 an hour would reduce spending on food stamps public housing and other programs by over 76 billion a year,0.25,0,0,0,0,0,0,0,0,2,1,3,110,25,1,4.4,25,1,0,-0.0625,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,2,1,0,0,2,2,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,2,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0
Says 80 journalists have been killed in Mexico in the last decade,0.5,0,0,0,0,0,0,0,0,0,0,1,54,12,1,4.5,10,2,0,-0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
US Rep Allen West wants to bring back earmarks,0.25,0,0,0,0,0,0,0,0,0,0,4,38,9,1,4.222222222222222,9,5,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Almost 1000 people a day are moving to Florida because they are more free here than they are in some other states,0.25,0,0,0,0,0,0,0,0,0,1,1,92,22,1,4.181818181818182,17,2,0,0.25833333333333336,0,0,0,0,0,0,0,2,0,1,0,1,1,0,1,0,1,4,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,2,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2,1,1,1,0,0
Texas ranks 49th in perpupil funding among the states,0.75,1,0,0,0,0,0,0,0,0,0,1,45,9,1,5.0,9,1,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Washington Times  pointed out that we had succeeded where previous administrations had failed on spending cuts,0.75,0,0,0,0,0,0,0,0,0,0,4,97,17,1,5.705882352941177,16,3,0,-0.3333333333333333,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
In Flint Mich the pipes still havent been replaced The water is still poisoned,0.5,0,0,0,0,0,0,0,0,0,2,3,65,14,1,4.642857142857143,12,4,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Here in Virginia we have the opportunity to become the first state on the East Coast to explore for and produce oil and natural gas offshore,1.0,0,0,0,0,0,0,0,0,0,1,1,115,26,1,4.423076923076923,19,4,0,0.175,1,1,1,0,1,0,0,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,1,0
Donald Trumps decision to skip the Fox NewsGoogle debate in Des Moines is near unprecedented,0.5,0,0,0,0,0,0,0,0,0,0,1,78,15,1,5.2,15,7,0,0.35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
The McCain campaign is roughly in the position where Vice President Gore was running against President Bush one week before the election of 2000,0.0,0,0,0,0,0,0,0,0,0,0,1,121,24,1,5.041666666666667,20,8,0,-0.1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Weve won twice as many states Weve won a greater share of the popular vote,0.75,0,0,0,0,0,0,0,0,0,0,2,60,15,1,4.0,11,2,0,0.5333333333333333,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,2,0,0
Health care reform Everything about it is going to raise costs raise taxes and lower the quality of health care,0.0,0,0,0,0,0,1,0,0,0,1,1,92,20,1,4.6,16,2,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The city of San Antonio reuses almost 40 percent of its water You know how much the city of Austin reuses About 5 percent And thats not right We can do better,0.25,0,1,0,0,0,0,0,0,0,0,4,127,32,1,3.96875,23,8,0,0.18571428571428572,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Since 1965 the United States has spent untold trillions yet the poverty rate hasnt budged,0.0,0,0,0,0,0,0,0,0,0,1,1,75,15,1,5.0,13,3,0,-0.1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It costs a hell of a lot more money to put somebody in jail than send them to the University of Virginia,0.5,0,0,0,0,0,0,0,0,0,0,1,83,22,1,3.772727272727273,16,3,0,0.2,0,0,0,0,0,0,0,1,0,2,0,2,2,0,2,0,2,2,1,0,2,2,0,0,2,2,2,2,2,0,2,2,0,1,2,0,2,3,0,0,0,2,0,0,0,2,2,1,0,2,2,0,2,0,2,0,0,2,0,2,0,0,0,0,1,0,2,3,2,2,2,0,0
New Jersey is the only state in the union that spent less on higher education than it did at the beginning of the decade,0.0,0,0,0,0,0,0,0,0,0,0,1,97,24,1,4.041666666666667,20,2,0,0.023939393939393937,1,1,1,0,0,0,0,4,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0
Says he and Mitt Romney always said that we agree with the 2014 deadline for leaving Afghanistan,0.75,0,0,0,0,0,0,0,0,0,0,1,80,17,1,4.705882352941177,17,4,0,0.0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Says he said last year theres absolutely no reason for Texas to secede,0.75,0,0,0,0,0,0,0,0,0,0,1,58,13,1,4.461538461538462,13,2,0,-0.05,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Says US Rep Ann McLane Kuster used 293000 of taxpayer money to send campaign mail,0.25,0,0,0,0,0,0,0,0,1,1,4,67,15,1,4.466666666666667,15,8,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Boccieri voted to spend a billion dollars an hour every hour for his first 50 days in office,0.25,0,0,0,0,0,0,0,0,0,2,0,75,18,1,4.166666666666667,16,1,0,0.25,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,2,1,0,0,2,2,1,1,1,0,1,1,0,1,1,0,1,2,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,3,1,1,1,0,0
While Mandels been busy traveling the country raising campaign money he hasnt shown up for work,0.5,0,0,0,0,0,0,0,0,0,1,1,80,16,1,5.0,16,2,0,0.1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Says Bernie Sanders wants higher standards for toy guns than real guns,0.5,0,0,0,0,0,0,0,0,0,0,1,59,12,1,4.916666666666667,10,3,0,0.21666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A million people a year come into the US legally No other country even comes close to that figure,1.0,0,0,0,0,0,0,0,0,0,0,4,79,19,1,4.157894736842105,19,4,0,0.0625,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0
The majority of people in polls do not support Obamacare,0.5,0,0,0,0,0,0,0,0,0,0,1,47,10,1,4.7,10,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Obama administration was actively supporting Al Qaeda in Iraq the terrorist group that became the Islamic State,-0.25,0,0,0,0,0,0,0,0,0,1,1,98,18,1,5.444444444444445,16,7,0,0.25,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Said Planned Parenthoods early objective was to help kill black babies before they came into the world,-0.25,0,0,0,0,0,0,0,0,0,0,1,86,17,1,5.0588235294117645,17,3,0,-0.022222222222222216,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Due to the war in Iraq 4400 Americans are dead 30000 severely wounded and more than 100000 are suffering from serious health problems related to post traumatic stress syndrome,0.5,0,0,0,0,0,0,0,0,0,5,1,147,29,1,5.068965517241379,25,3,0,-0.03166666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
When the Republicans were in charge they actually expanded government health care with the prescription drug program,1.0,0,0,0,0,0,0,0,0,0,1,1,100,17,1,5.882352941176471,15,2,0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Says administrator salaries were increased but other school employees were left behind,0.5,0,0,0,0,0,0,0,0,0,1,1,75,12,1,6.25,10,1,0,-0.17500000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In 1790 the first Congress which was packed with framers required all ship owners to provide medical insurance for seamen in 1798 Congress also required seamen to buy hospital insurance for themselves In 1792 Congress enacted a law mandating that all ablebodied citizens obtain a firearm,0.75,1,0,0,0,1,0,0,0,0,5,2,242,46,1,5.260869565217392,27,5,0,0.125,0,0,0,0,0,0,0,1,0,2,0,2,2,0,2,0,2,2,1,0,2,2,0,0,2,2,2,2,2,0,2,2,0,1,2,0,2,3,0,0,0,2,0,0,0,2,2,1,0,2,2,0,2,0,2,0,0,2,0,2,0,0,0,0,0,0,2,5,2,2,2,0,0
Ken Mercer wants Sean Hannity and James Dobson included in social studies texts,0.25,0,0,0,0,0,0,0,0,0,0,1,67,13,1,5.153846153846154,13,6,0,0.11666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
